Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Fwd Header Len,Bwd Header Len,Pkt Len Mean,Pkt Len Std,Pkt Len Var
142.250.183.131-10.11.10.25-443-56378-6,10.11.10.25,56378,142.250.183.131,443,6,7729952,13,12,2148,2970,523,0,165.2307692,245.960076,1460,0,247.5,555.7343217,662.0998423,3.234172735,320,324,196.8461538,410.1577933,168229.4154
142.250.183.131-10.11.10.25-443-56374-6,142.250.183.131,443,10.11.10.25,56374,6,2362,2,2,239,239,239,0,119.5,168.9985207,239,0,119.5,168.9985207,202370.8721,1693.480102,40,40,143.4,130.9056912,17136.3
172.217.166.42-10.11.10.25-443-56435-6,10.11.10.25,56435,172.217.166.42,443,6,591462,6,6,1114,2976,523,0,185.6666667,260.5614451,1460,0,496,731.189989,6915.068086,20.28870832,120,144,314.6153846,532.9796022,284067.2564
172.217.166.42-10.11.10.25-443-56435-6,172.217.166.42,443,10.11.10.25,56435,6,6891,3,2,263,239,239,0,87.66666667,131.6067374,239,0,119.5,168.9985207,72848.64316,725.5840952,60,40,123.5,126.8270476,16085.1
224.0.0.251-10.11.7.185-5353-5353-17,10.11.7.185,5353,224.0.0.251,5353,17,35748783,1,1,61,61,61,61,61,0,61,61,61,0,3.412703588,0.05594596,8,8,61,0,0
10.11.10.25-34.107.221.82-56394-80-6,10.11.10.25,56394,34.107.221.82,80,6,3877113,3,6,303,1026,303,0,101,174.9371316,1026,0,171,418.862746,342.7808269,2.321314855,72,156,132.9,327.9330724,107540.1
10.11.10.25-34.107.221.82-56394-80-6,10.11.10.25,56394,34.107.221.82,80,6,539,1,1,0,0,0,0,0,0,0,0,0,0,0,3710.575139,20,20,0,0,0
10.11.10.25-13.248.151.210-56440-443-6,10.11.10.25,56440,13.248.151.210,443,6,175446,6,6,902,2998,517,0,150.3333333,229.1660242,1460,0,499.6666667,736.7660868,22229.06193,68.39711364,120,144,300,535.436582,286692.3333
172.16.1.1-10.11.10.25-8090-56426-6,10.11.10.25,56426,172.16.1.1,8090,6,2208902,14,22,626,26657,626,0,44.71428571,167.3055374,1460,0,1211.681818,543.8455126,12351.38544,16.29768998,280,464,737.3783784,722.3593808,521803.0751
172.16.1.1-10.11.10.25-8090-56427-6,10.11.10.25,56427,172.16.1.1,8090,6,2208401,15,22,1048,23327,362,0,69.86666667,144.697155,1460,0,1060.318182,634.7003332,11037.39765,16.75420361,300,476,641.4473684,696.028102,484455.1188
224.0.0.251-10.11.2.120-5353-5353-17,10.11.2.120,5353,224.0.0.251,5353,17,38177621,4,1,180,45,45,45,45,0,45,45,45,0,5.893504993,0.130966778,32,8,45,0,0
224.0.0.251-10.11.7.121-0-0-0,10.11.7.121,0,224.0.0.251,0,0,4763727,1,1,0,0,0,0,0,0,0,0,0,0,0,0.41983934,0,0,0,0,0
224.0.0.252-10.11.14.56-0-0-0,10.11.14.56,0,224.0.0.252,0,0,1016802,1,1,0,0,0,0,0,0,0,0,0,0,0,1.966951285,0,0,0,0,0
224.0.0.251-10.11.2.91-0-0-0,10.11.2.91,0,224.0.0.251,0,0,6956164,2,1,0,0,0,0,0,0,0,0,0,0,0,0.431272178,0,0,0,0,0
224.0.0.251-10.11.10.25-5353-5353-17,10.11.10.25,5353,224.0.0.251,5353,17,14912724,24,1,872,31,69,28,36.33333333,9.248579993,31,31,31,0,60.5523176,1.676420753,192,8,35.92307692,8.988539712,80.79384615
172.16.1.1-10.11.10.25-8090-56442-6,10.11.10.25,56442,172.16.1.1,8090,6,9987282,7,12,294,11012,294,0,42,111.1215551,1460,0,917.6666667,682.8740511,1132.039728,1.902419497,152,264,565.3,685.5649303,469999.2737
172.16.1.1-10.11.10.25-8090-56445-6,10.11.10.25,56445,172.16.1.1,8090,6,9981924,9,13,313,13742,313,0,34.77777778,104.3333333,1460,0,1057.076923,622.6536573,1408.045182,2.203983921,192,284,611.0869565,697.0021464,485811.9921
172.16.1.1-10.11.10.25-8090-56441-6,10.11.10.25,56441,172.16.1.1,8090,6,9991803,30,38,1364,43691,380,0,45.46666667,118.195552,1460,0,1149.763158,552.7577757,4509.196188,6.805578533,720,808,652.9710145,692.2561998,479218.6462
172.16.1.1-10.11.10.25-8090-56441-6,172.16.1.1,8090,10.11.10.25,56441,6,80127,1,4,1460,1460,1460,1460,1460,0,1460,0,365,730,36442.14809,62.40093851,20,104,730,799.674934,639480
172.16.1.1-10.11.10.25-8090-56442-6,10.11.10.25,56442,172.16.1.1,8090,6,886791,1,1,0,0,0,0,0,0,0,0,0,0,0,2.255322844,20,20,0,0,0
172.16.1.1-10.11.10.25-8090-56445-6,10.11.10.25,56445,172.16.1.1,8090,6,1000781,1,1,0,0,0,0,0,0,0,0,0,0,0,1.998439219,20,20,0,0,0
172.16.1.1-10.11.10.25-8090-56441-6,10.11.10.25,56441,172.16.1.1,8090,6,1711247,1,1,0,0,0,0,0,0,0,0,0,0,0,1.168738353,20,20,0,0,0
172.16.1.1-10.11.10.25-8090-56442-6,10.11.10.25,56442,172.16.1.1,8090,6,1274382,0,2,0,0,0,0,0,0,0,0,0,0,0,1.569388143,0,40,0,0,0
172.16.1.1-10.11.10.25-8090-56445-6,10.11.10.25,56445,172.16.1.1,8090,6,925889,0,2,0,0,0,0,0,0,0,0,0,0,0,2.160086144,0,40,0,0,0
172.16.1.1-10.11.10.25-8090-56441-6,172.16.1.1,8090,10.11.10.25,56441,6,774519,1,2,0,1460,0,0,0,0,1460,0,730,1032.375901,1885.040909,3.873371731,20,52,730,842.931393,710533.3333
172.16.1.1-10.11.10.25-8090-56441-6,10.11.10.25,56441,172.16.1.1,8090,6,686376,0,5,0,0,0,0,0,0,0,0,0,0,0,7.284636992,0,136,0,0,0
172.16.1.1-10.11.10.25-8090-56442-6,10.11.10.25,56442,172.16.1.1,8090,6,1014964,0,5,0,0,0,0,0,0,0,0,0,0,0,4.9262831,0,136,0,0,0
10.11.10.25-13.248.151.210-56449-443-6,10.11.10.25,56449,13.248.151.210,443,6,15168415,16,11,4209,3097,517,0,263.0625,243.3163835,1460,0,281.5454545,578.7898347,481.6587626,1.78001459,356,280,260.9285714,399.5762504,159661.1799
172.16.1.1-10.11.10.25-8090-56445-6,10.11.10.25,56445,172.16.1.1,8090,6,1707373,0,5,0,0,0,0,0,0,0,0,0,0,0,2.9284755,0,136,0,0,0
172.217.166.42-10.11.10.25-443-56453-6,10.11.10.25,56453,172.217.166.42,443,6,14920016,20,17,5785,3075,523,0,289.25,261.3027836,1460,0,180.8823529,474.5312005,593.8331433,2.479890102,460,472,233.1578947,369.9498524,136862.8933
10.11.10.25-13.248.151.210-56449-443-6,10.11.10.25,56449,13.248.151.210,443,6,653014,0,5,0,24,0,0,0,0,24,0,4.8,10.73312629,36.75265768,7.656803683,0,124,8,12.39354671,153.6
172.217.166.42-10.11.10.25-443-56451-6,10.11.10.25,56451,172.217.166.42,443,6,15326632,20,17,5785,3075,523,0,289.25,261.3027836,1460,0,180.8823529,474.5312005,578.0787325,2.414098544,460,472,233.1578947,369.9498524,136862.8933
10.11.10.25-13.248.151.210-56448-443-6,10.11.10.25,56448,13.248.151.210,443,6,16661327,18,12,4570,3097,517,0,253.8888889,238.2931681,1460,0,258.0833333,557.8073076,460.1674284,1.800576869,408,312,247.3225806,385.1966932,148376.4925
10.11.10.25-104.18.7.183-56469-443-6,10.11.10.25,56469,104.18.7.183,443,6,12293013,14,11,1766,3084,517,0,126.1428571,208.108277,1460,0,280.3636364,576.1975829,394.5330571,2.033675552,352,280,186.5384615,403.2742224,162630.0985
10.11.10.25-52.113.194.132-56471-443-6,10.11.10.25,56471,52.113.194.132,443,6,8071179,11,9,887,3068,517,0,80.63636364,177.7797923,1460,0,340.8888889,621.8374877,490.0151514,2.477952725,280,228,188.3333333,434.8577162,189101.2333
10.11.10.25-49.44.194.19-56488-80-6,10.11.10.25,56488,49.44.194.19,80,6,2859040,5,5,111,1026,111,0,22.2,49.6407091,1026,0,205.2,458.841149,397.6859365,3.497677542,124,136,103.3636364,307.8104198,94747.25455
10.11.10.25-52.113.194.132-56472-443-6,10.11.10.25,56472,52.113.194.132,443,6,7942117,11,9,887,3068,517,0,80.63636364,177.7797923,1460,0,340.8888889,621.8374877,497.978058,2.518220268,280,228,188.3333333,434.8577162,189101.2333
172.217.166.42-10.11.10.25-443-56453-6,172.217.166.42,443,10.11.10.25,56453,6,29806,0,2,0,74,0,0,0,0,74,0,37,52.32590181,2482.7216,67.10058378,0,52,24.66666667,42.72391992,1825.333333
172.217.166.42-10.11.10.25-443-56451-6,172.217.166.42,443,10.11.10.25,56451,6,162364,0,2,0,74,0,0,0,0,74,0,37,52.32590181,455.7660565,12.31800153,0,52,24.66666667,42.72391992,1825.333333
172.217.166.42-10.11.10.25-443-56453-6,172.217.166.42,443,10.11.10.25,56453,6,49248,4,2,502,0,239,0,125.5,131.4242494,0,0,0,0,10193.30734,121.8323587,80,40,71.71428571,114.6134289,13136.2381
10.11.10.25-104.18.7.183-56470-443-6,10.11.10.25,56470,104.18.7.183,443,6,12618012,12,8,1412,2985,517,0,117.6666667,211.9872781,1460,0,373.125,661.2865032,348.4701077,1.585035741,300,208,209.3809524,442.419425,195734.9476
172.217.166.42-10.11.10.25-443-56451-6,172.217.166.42,443,10.11.10.25,56451,6,385,4,2,263,239,239,0,65.75,116.0527897,239,0,119.5,168.9985207,1303896.104,15584.41558,80,40,105.8571429,124.8324591,15583.14286
142.250.76.206-10.11.10.25-443-56483-6,10.11.10.25,56483,142.250.76.206,443,6,4885523,9,8,1114,2970,523,0,123.7777778,225.9440073,1460,0,371.25,657.8872569,835.9391615,3.4796684,216,208,226.8888889,469.7935578,220705.9869
10.11.10.25-13.248.151.210-56448-443-6,10.11.10.25,56448,13.248.151.210,443,6,354020,0,3,0,24,0,0,0,0,24,0,8,13.85640646,67.79278007,8.474097509,0,72,12,13.85640646,192
10.11.10.25-104.18.7.183-56469-443-6,104.18.7.183,443,10.11.10.25,56469,6,428944,2,1,0,0,0,0,0,0,0,0,0,0,0,6.993919952,40,32,0,0,0
172.16.1.1-10.11.10.25-8090-56495-6,10.11.10.25,56495,172.16.1.1,8090,6,1791245,6,5,1014,378,507,0,169,261.8136742,378,0,75.6,169.0467391,777.1131252,6.140980156,144,136,116,212.2412864,45046.36364
142.250.76.206-10.11.10.25-443-56486-6,10.11.10.25,56486,142.250.76.206,443,6,4799565,9,8,1114,2970,523,0,123.7777778,225.9440073,1460,0,371.25,657.8872569,850.9104471,3.541987659,216,208,226.8888889,469.7935578,220705.9869
172.16.1.1-10.11.10.25-8090-56495-6,172.16.1.1,8090,10.11.10.25,56495,6,295124,0,3,0,0,0,0,0,0,0,0,0,0,0,10.16521869,0,60,0,0,0
10.11.10.25-49.44.194.19-56488-80-6,49.44.194.19,80,10.11.10.25,56488,6,914577,1,2,0,0,0,0,0,0,0,0,0,0,0,3.280204947,20,40,0,0,0
10.11.10.25-52.113.194.132-56472-443-6,52.113.194.132,443,10.11.10.25,56472,6,26459,1,2,0,1410,0,0,0,0,1410,0,705,997.0205615,53289.99584,113.3829699,20,52,705,814.0638796,662700
10.11.10.25-65.2.109.57-56424-443-6,10.11.10.25,56424,65.2.109.57,443,6,21064439,13,10,3188,3082,523,0,245.2307692,264.5584856,1460,0,308.2,598.9904099,297.6580577,1.091887612,296,248,261.25,425.4220666,180983.9348
142.250.76.206-10.11.10.25-443-56483-6,142.250.76.206,443,10.11.10.25,56483,6,1048,3,2,263,239,239,0,87.66666667,131.6067374,239,0,119.5,168.9985207,479007.6336,4770.992366,60,40,123.5,126.8270476,16085.1
142.250.183.131-10.11.10.25-443-56474-6,10.11.10.25,56474,142.250.183.131,443,6,8595769,14,11,3194,2970,523,0,228.1428571,263.006539,1460,0,270,577.0980853,717.0969811,2.908407613,328,292,237.0769231,414.6762518,171956.3938
142.250.76.206-10.11.10.25-443-56486-6,142.250.76.206,443,10.11.10.25,56486,6,454,2,2,239,239,239,0,119.5,168.9985207,239,0,119.5,168.9985207,1052863.436,8810.572687,40,40,143.4,130.9056912,17136.3
142.250.183.131-10.11.10.25-443-56476-6,10.11.10.25,56476,142.250.183.131,443,6,8351579,14,11,3194,2970,523,0,228.1428571,263.006539,1460,0,270,577.0980853,738.0640236,2.99344591,328,292,237.0769231,414.6762518,171956.3938
204.79.197.239-10.11.10.25-443-56497-6,10.11.10.25,56497,204.79.197.239,443,6,1847754,7,7,1114,2976,523,0,159.1428571,247.9949116,1460,0,425.1428571,693.309077,2213.498117,7.576766171,152,176,272.6666667,505.7086494,255741.2381
10.11.10.25-13.248.151.210-56500-443-6,10.11.10.25,56500,13.248.151.210,443,6,1699700,7,7,902,2998,517,0,128.8571429,216.7782497,1460,0,428.2857143,698.5844531,2294.522563,8.236747661,152,176,260,506.8324603,256879.1429
204.79.197.239-10.11.10.25-443-56499-6,10.11.10.25,56499,204.79.197.239,443,6,1991875,7,7,1114,2976,523,0,159.1428571,247.9949116,1460,0,425.1428571,693.309077,2053.341701,7.028553499,152,176,272.6666667,505.7086494,255741.2381
10.11.10.25-65.2.109.57-56424-443-6,65.2.109.57,443,10.11.10.25,56424,6,6228,3,2,263,239,239,0,87.66666667,131.6067374,239,0,119.5,168.9985207,80603.72511,802.8259473,60,40,123.5,126.8270476,16085.1
142.250.183.131-10.11.10.25-443-56474-6,142.250.183.131,443,10.11.10.25,56474,6,240005,6,2,502,0,239,0,83.66666667,120.679189,0,0,0,0,2091.623091,33.3326389,132,52,55.77777778,104.1738664,10852.19444
10.11.10.25-35.186.224.25-56462-443-6,10.11.10.25,56462,35.186.224.25,443,6,15852438,12,10,1631,2986,523,0,135.9166667,231.9684376,1460,0,298.6,604.2543982,291.2485764,1.387799151,300,260,200.7391304,429.825569,184750.0198
8.8.8.8-10.11.10.25-443-56190-6,10.11.10.25,56190,8.8.8.8,443,6,62348143,1,3,0,0,0,0,0,0,0,0,0,0,0,0.06415588,20,84,0,0,0
8.8.8.8-10.11.10.25-443-56192-6,10.11.10.25,56192,8.8.8.8,443,6,62123839,2,4,0,0,0,0,0,0,0,0,0,0,0,0.096581282,52,116,0,0,0
142.250.183.131-10.11.10.25-443-56476-6,142.250.183.131,443,10.11.10.25,56476,6,333622,6,2,502,0,239,0,83.66666667,120.679189,0,0,0,0,1504.696932,23.97923398,132,52,55.77777778,104.1738664,10852.19444
172.217.167.174-10.11.10.25-443-56491-6,10.11.10.25,56491,172.217.167.174,443,6,3708271,9,8,1114,2970,523,0,123.7777778,225.9440073,1460,0,371.25,657.8872569,1101.321883,4.584346721,216,208,226.8888889,469.7935578,220705.9869
10.11.10.25-35.186.224.25-56464-443-6,10.11.10.25,56464,35.186.224.25,443,6,15750688,11,8,1114,2986,523,0,101.2727273,208.2009082,1460,0,373.25,661.5140102,260.3060895,1.206296512,280,208,205,452.1017585,204396
172.217.167.174-10.11.10.25-443-56492-6,10.11.10.25,56492,172.217.167.174,443,6,3724549,9,8,1114,2970,523,0,123.7777778,225.9440073,1460,0,371.25,657.8872569,1096.508597,4.564311008,216,208,226.8888889,469.7935578,220705.9869
10.11.10.25-65.2.109.57-56424-443-6,65.2.109.57,443,10.11.10.25,56424,6,132757,1,1,502,0,502,502,502,0,0,0,0,0,3781.344863,15.06511898,20,20,167.3333333,289.8298351,84001.33333
10.11.10.25-35.186.224.25-56462-443-6,35.186.224.25,443,10.11.10.25,56462,6,483296,1,4,1460,1501,1460,1460,1460,0,1427,0,375.25,702.0338904,6126.68013,10.3456267,20,104,731.3333333,774.6797188,600128.6667
172.217.167.174-10.11.10.25-443-56494-6,10.11.10.25,56494,172.217.167.174,443,6,4076798,10,8,1637,2970,523,0,163.7,247.6211488,1460,0,371.25,657.8872569,1130.053537,4.415229796,236,208,242.4736842,461.5835507,213059.3743
10.11.10.25-13.248.151.210-56500-443-6,13.248.151.210,443,10.11.10.25,56500,6,755865,4,5,4359,1439,1460,0,1089.75,726.5674435,1439,0,287.8,643.5403639,7670.681934,11.90688813,80,148,723.7,762.8853198,581994.0111
204.79.197.239-10.11.10.25-443-56499-6,204.79.197.239,443,10.11.10.25,56499,6,760849,3,4,2920,1417,1460,0,973.3333333,842.931393,1417,0,354.25,708.5,5700.211211,9.20024867,60,116,719.25,769.0823382,591487.6429
10.11.10.25-35.186.224.25-56462-443-6,35.186.224.25,443,10.11.10.25,56462,6,5161,2,2,263,239,239,24,131.5,152.027958,239,0,119.5,168.9985207,97267.97132,775.0435962,40,40,148.2,124.6222292,15530.7
8.8.8.8-10.11.10.25-443-56192-6,10.11.10.25,56192,8.8.8.8,443,6,798765,0,2,0,0,0,0,0,0,0,0,0,0,0,2.503865342,0,40,0,0,0
172.217.167.174-10.11.10.25-443-56491-6,10.11.10.25,56491,172.217.167.174,443,6,81505,1,5,0,576,0,0,0,0,239,0,115.2,116.123641,7067.051101,73.61511564,20,100,92.85714286,104.413327,10902.14286
10.11.10.25-35.186.224.25-56464-443-6,10.11.10.25,56464,35.186.224.25,443,6,58727,1,5,0,576,0,0,0,0,239,0,115.2,116.123641,9808.095084,102.1676571,20,100,92.85714286,104.413327,10902.14286
172.217.167.174-10.11.10.25-443-56492-6,10.11.10.25,56492,172.217.167.174,443,6,69203,1,5,0,576,0,0,0,0,239,0,115.2,116.123641,8323.338584,86.70144358,20,100,92.85714286,104.413327,10902.14286
172.217.167.174-10.11.10.25-443-56494-6,172.217.167.174,443,10.11.10.25,56494,6,38139,3,2,239,0,239,0,79.66666667,137.9867143,0,0,0,0,6266.551299,131.0993996,60,52,39.83333333,97.57134142,9520.166667
10.11.10.25-65.2.109.57-56468-443-6,10.11.10.25,56468,65.2.109.57,443,6,16215106,12,10,1631,2983,523,0,135.9166667,231.9684376,1460,0,298.3,603.6323476,284.5494812,1.356759555,300,260,200.6086957,429.4368129,184415.9763
8.8.8.8-10.11.10.25-443-56194-6,10.11.10.25,56194,8.8.8.8,443,6,62551054,2,4,0,0,0,0,0,0,0,0,0,0,0,0.095921645,52,116,0,0,0
8.8.8.8-10.11.10.25-443-56197-6,10.11.10.25,56197,8.8.8.8,443,6,62278871,3,5,0,0,0,0,0,0,0,0,0,0,0,0.12845448,84,148,0,0,0
8.8.8.8-10.11.10.25-443-56185-6,10.11.10.25,56185,8.8.8.8,443,6,65380729,2,4,0,0,0,0,0,0,0,0,0,0,0,0.091770161,52,116,0,0,0
8.8.8.8-10.11.10.25-443-56188-6,10.11.10.25,56188,8.8.8.8,443,6,65399376,2,4,0,0,0,0,0,0,0,0,0,0,0,0.091743995,52,116,0,0,0
10.11.10.25-49.44.194.26-56502-443-6,10.11.10.25,56502,49.44.194.26,443,6,1780643,18,23,1742,7837,597,0,96.77777778,195.1827366,1460,0,340.7391304,519.2127973,5379.517399,23.02539027,420,496,228.0714286,420.0087916,176407.385
8.8.8.8-10.11.10.25-80-56507-6,10.11.10.25,56507,8.8.8.8,80,6,1784668,3,3,0,0,0,0,0,0,0,0,0,0,0,3.361969845,72,96,0,0,0
172.16.1.1-10.11.10.25-8090-56447-6,10.11.10.25,56447,172.16.1.1,8090,6,19985266,58,82,3166,106125,426,0,54.5862069,137.8576732,1460,0,1294.207317,453.6211978,5468.578702,7.005160702,1304,1700,775.1134752,709.9218377,503989.0156
8.8.8.8-10.11.10.25-80-56512-6,10.11.10.25,56512,8.8.8.8,80,6,1538208,2,2,0,0,0,0,0,0,0,0,0,0,0,2.600428551,40,64,0,0,0
224.0.0.251-10.11.14.129-0-0-0,10.11.14.129,0,224.0.0.251,0,0,6549387,1,1,0,0,0,0,0,0,0,0,0,0,0,0.305372091,0,0,0,0,0
10.11.10.25-65.2.109.57-56468-443-6,65.2.109.57,443,10.11.10.25,56468,6,358873,1,4,1460,1498,1460,1460,1460,0,1424,0,374.5,700.5357474,8242.470177,13.93250537,20,104,730.3333333,773.6029128,598461.4667
10.11.10.25-65.2.109.57-56468-443-6,65.2.109.57,443,10.11.10.25,56468,6,3113,2,2,263,239,239,24,131.5,152.027958,239,0,119.5,168.9985207,161259.2355,1284.934147,40,40,148.2,124.6222292,15530.7
10.11.10.25-49.44.194.26-56502-443-6,49.44.194.26,443,10.11.10.25,56502,6,247,1,1,0,0,0,0,0,0,0,0,0,0,0,8097.165992,20,20,0,0,0
8.8.8.8-10.11.10.25-80-56512-6,8.8.8.8,80,10.11.10.25,56512,6,103,1,2,0,0,0,0,0,0,0,0,0,0,0,29126.21359,20,40,0,0,0
8.8.8.8-10.11.10.25-80-56512-6,10.11.10.25,56512,8.8.8.8,80,6,20,0,2,0,0,0,0,0,0,0,0,0,0,0,100000,0,40,0,0,0
10.11.10.25-52.182.143.211-56454-443-6,10.11.10.25,56454,52.182.143.211,443,6,18231959,15,13,1835,3002,326,0,122.3333333,146.169015,1460,0,230.9230769,542.4035185,265.303361,1.535764752,336,356,166.7931034,375.1413428,140731.0271
8.8.8.8-10.11.10.25-443-56199-6,10.11.10.25,56199,8.8.8.8,443,6,70561992,3,5,0,0,0,0,0,0,0,0,0,0,0,0.113375484,84,148,0,0,0
10.11.10.25-35.186.224.25-56530-443-6,10.11.10.25,56530,35.186.224.25,443,6,1782196,5,7,597,3441,517,0,119.4,224.9484385,1460,0,491.5714286,677.9389985,2265.74406,6.73326615,100,164,310.6153846,537.6282077,289044.0897
142.250.66.14-10.11.10.25-443-55272-6,10.11.10.25,55272,142.250.66.14,443,6,100039799,4,1,4,1,1,1,1,0,1,1,1,0,0.049980108,0.049980108,80,20,1,0,0
224.0.0.251-10.11.2.91-5353-5353-17,10.11.2.91,5353,224.0.0.251,5353,17,104947884,7,1,695,123,123,40,99.28571429,40.49985303,123,123,123,0,7.794344858,0.076228312,56,8,104.5555556,36.5995598,1339.527778
224.0.0.251-10.11.2.147-5353-5353-17,10.11.2.147,5353,224.0.0.251,5353,17,1020546,1,1,33,33,33,33,33,0,33,33,33,0,64.67126421,1.959735279,8,8,33,0,0
224.0.0.251-10.11.11.181-5353-5353-17,10.11.11.181,5353,224.0.0.251,5353,17,115608493,4,1,666,84,249,84,166.5,95.26279442,84,84,84,0,6.487412651,0.043249418,32,8,139,85.20563362,7260
10.11.10.25-34.107.221.82-56518-80-6,10.11.10.25,56518,34.107.221.82,80,6,8110864,5,4,0,0,0,0,0,0,0,0,0,0,0,1.109622847,136,128,0,0,0
255.255.255.255-10.11.2.91-137-41909-17,10.11.2.91,41909,255.255.255.255,137,17,91335002,4,1,200,50,50,50,50,0,50,50,50,0,2.737176269,0.054743525,32,8,50,0,0
10.11.2.147-10.11.15.255-137-137-17,10.11.2.147,137,10.11.15.255,137,17,116144957,2,1,100,50,50,50,50,0,50,50,50,0,1.291489565,0.025829791,16,8,50,0,0
10.11.10.25-52.6.183.217-56531-443-6,10.11.10.25,56531,52.6.183.217,443,6,4545871,8,13,1671,4377,566,0,208.875,258.549491,1460,0,336.6923077,577.1386871,1330.438105,4.619576754,172,296,274.9090909,469.2996717,220242.1818
224.0.0.22-10.11.3.67-0-0-0,10.11.3.67,0,224.0.0.22,0,0,21493746,1,1,0,0,0,0,0,0,0,0,0,0,0,0.093050323,0,0,0,0,0
224.0.0.251-10.11.3.67-5353-5353-17,10.11.3.67,5353,224.0.0.251,5353,17,65273213,2,1,122,61,61,61,61,0,61,61,61,0,2.803600307,0.045960661,16,8,61,0,0
10.11.10.25-52.113.194.132-56521-443-6,10.11.10.25,56521,52.113.194.132,443,6,10093124,12,14,1074,6474,600,0,89.5,175.4912585,1460,0,462.4285714,654.1036985,747.8358534,2.576011154,264,328,279.5555556,514.4317502,264640.0256
10.11.10.25-49.44.194.26-56522-443-6,10.11.10.25,56522,49.44.194.26,443,6,10013841,7,11,597,6674,517,0,85.28571429,192.6886213,1460,0,606.7272727,638.9967278,726.0950119,1.797512064,140,244,382.6842105,558.9503111,312425.4503
10.11.10.25-49.44.194.26-56501-443-6,10.11.10.25,56501,49.44.194.26,443,6,11979245,14,20,1090,8989,517,0,77.85714286,159.7800686,1460,0,449.45,581.1587767,841.3718895,2.83824231,304,424,287.9714286,484.2081763,234457.558
10.11.10.25-52.113.194.132-56520-443-6,10.11.10.25,56520,52.113.194.132,443,6,10319155,56,77,2329,92886,898,0,41.58928571,158.9759018,1460,0,1206.311688,521.4347428,9227.015196,12.88865222,1384,1564,710.5597015,707.342687,500333.6769
172.217.160.195-10.11.10.25-443-56516-6,10.11.10.25,56516,172.217.160.195,443,6,11312427,7,9,597,5760,517,0,85.28571429,192.6886213,1460,0,640,744.1881483,561.9483777,1.414373768,152,204,373.9411765,613.0595883,375842.0588
172.217.160.195-10.11.10.25-443-56510-6,10.11.10.25,56510,172.217.160.195,443,6,11548232,13,16,4002,7342,1174,0,307.8461538,383.2311848,1412,0,458.875,641.1284713,982.3148686,2.51120691,260,356,378.1333333,533.0328148,284123.9816
10.11.10.25-74.125.24.101-56536-443-6,10.11.10.25,56536,74.125.24.101,443,6,5835586,7,10,597,7794,517,0,85.28571429,192.6886213,1460,0,779.4,692.6521012,1437.901866,2.913160735,152,224,466.1666667,630.342134,397331.2059
10.11.10.25-74.125.24.101-56534-443-6,10.11.10.25,56534,74.125.24.101,443,6,6092540,10,13,1382,8123,785,0,138.2,278.6717703,1460,0,624.8461538,698.4407451,1560.104653,3.775108575,212,284,396.0416667,591.7915672,350217.2591
172.217.166.42-10.11.10.25-443-56526-6,10.11.10.25,56526,172.217.166.42,443,6,9088193,13,17,3205,6655,827,0,246.5384615,292.977421,1460,0,391.4705882,609.4814515,1084.924143,3.300986236,272,400,318.0645161,491.0121475,241092.929
10.11.10.25-74.125.24.101-56534-443-6,74.125.24.101,443,10.11.10.25,56534,6,380839,1,2,0,0,0,0,0,0,0,0,0,0,0,7.877344495,20,40,0,0,0
172.217.160.195-10.11.10.25-443-56516-6,172.217.160.195,443,10.11.10.25,56516,6,392993,1,2,0,0,0,0,0,0,0,0,0,0,0,7.633723756,20,40,0,0,0
10.11.10.25-49.44.194.26-56522-443-6,49.44.194.26,443,10.11.10.25,56522,6,433102,1,2,0,0,0,0,0,0,0,0,0,0,0,6.926774755,20,40,0,0,0
10.11.10.25-52.113.194.132-56520-443-6,52.113.194.132,443,10.11.10.25,56520,6,425231,1,2,0,0,0,0,0,0,0,0,0,0,0,7.054988935,20,40,0,0,0
224.0.0.251-10.11.2.114-5353-5353-17,10.11.2.114,5353,224.0.0.251,5353,17,99777948,1,1,61,61,61,61,61,0,61,61,61,0,1.222715063,0.020044509,8,8,61,0,0
8.8.8.8-10.11.10.25-443-56553-6,10.11.10.25,56553,8.8.8.8,443,6,77965,2,4,517,0,517,0,258.5,365.5742059,0,0,0,0,6631.180658,76.95760918,40,104,73.85714286,195.4076325,38184.14286
8.8.8.8-10.11.10.25-443-56553-6,10.11.10.25,56553,8.8.8.8,443,6,6480,1,1,0,0,0,0,0,0,0,0,0,0,0,308.6419753,20,20,0,0,0
8.8.8.8-10.11.10.25-443-56554-6,10.11.10.25,56554,8.8.8.8,443,6,58816,2,4,517,0,517,0,258.5,365.5742059,0,0,0,0,8790.125136,102.0130577,40,104,73.85714286,195.4076325,38184.14286
8.8.8.8-10.11.10.25-443-56554-6,10.11.10.25,56554,8.8.8.8,443,6,335,1,1,0,0,0,0,0,0,0,0,0,0,0,5970.149254,20,20,0,0,0
